true,pred,confidence,text,reason
app_bug,refund_request,0.323,I filed a claim with Chase bank on XX/XX/2020 because XXXX took my money and closed their doors and the posted on their website to contact …,refund vs billing overlap
app_bug,refund_request,0.249,My name is XXXX XXXX I am submitting this complaint for Checking Account : XXXX - Savings Account : XXXX I need a update on the active disp…,vague app wording
refund_request,billing_problem,0.296,I made a purchas e with Macy's.com in  middle  XXXX . They not only put an initial authorization hold on my chceckong account ( debit card …,refund vs billing overlap
other,app_bug,0.283,Discover banking froze my account on XX/XX/XXXX due to unusual activity. As of XX/XX/XXXX I have spent a total of 20 hours on hold with the…,low confidence
billing_problem,refund_request,0.267,On XX/XX/XXXX I deposited a cashiers check from XXXX XXXX XXXX and Chase Bank placed a 7 day hold on this cashiers check.   They have no re…,low confidence
app_bug,refund_request,0.324,I have had my Paypal account for about 7 years and never had any problems. I also opened a seperate savings account with Paypal about two y…,refund vs billing overlap
billing_problem,refund_request,0.266,"I provide debt relief services, and Global Client Solutions LLC "" GCS '' ( a subsidiary of XXXX XXXX XXXX ) establishes for my clients a su…",low confidence
billing_problem,refund_request,0.268,Unauthorized transaction was on my bank statement of XX/XX/2020 {$4000.00} I filed a claim XXXX XXXX I can't file police report because the…,low confidence
other,delivery_issue,0.236,I opened up a credit card with terms that if I spent a certain amount I would get a bonus of XXXX miles. I did that and the credit card did…,low confidence
app_bug,billing_problem,0.304,"XX/XX/XXXX XXXX {$1500.00} ), XX/XX/XXXX ( {$1600.00} ) - I was informed initially by the organization that my account had insufficient fun…",low confidence
other,app_bug,0.249,"I was trying to withdraw my funds from by Robinhood account back to my back account and Robinhood restricted my account, not allowing me to…",low confidence
app_bug,billing_problem,0.326,Hi I had noticed excessive fees. One month it would be XXXX XXXX XXXX. I contacted XXXX Bank and went into bank in person. When I signed up…,refund vs billing overlap
other,refund_request,0.213,citibank contacted me several times about needing information for my accounts. i called them back at least 5 times to ask what they needed.…,low confidence
other,billing_problem,0.404,I previously logged a complaint for BOA reducing my credit limit in XXXX. This year BOA reduced the credit limit again after the card had b…,low confidence
app_bug,billing_problem,0.413,"In XXXX 2016 our Citibank credit card number was stolen while vacationing in California. On XXXX XXXX, during online bill payment I discove…",vague app wording
billing_problem,refund_request,0.267,Hi my name XXXX XXXX XXXX of XXXX XXXX XXXX XXXX. On XX/XX/2020 SBA deposit {$4000.00} to my business account for covid19 relief. OnXX/XX/2…,vague app wording
billing_problem,refund_request,0.273,Navy Federal Credit Union refuses to close my account or freeze it even though I have told them multiple companies keep trying to debit the…,low confidence
app_bug,billing_problem,0.254,"On XX/XX/XXXX I talked with XXXX, XXXX. at Synchrony Bank XXXX  XXXX. re : their requirements to close a $ XXXX XXXX  XXXX ( before maturit…",low confidence
other,refund_request,0.263,I was having trouble with withdrawals that I did not make.,low confidence
billing_problem,other,0.253,I XXXX XXXX XXXX opened up the account in XX/XX/2020 and they sent me a Statement with my Routing number and checking account number and me…,weak delivery cues
app_bug,billing_problem,0.32,"In XXXX, I observed the company bundling two bills due, into one and stating that was the amount due. I called the company and they provide…",vague app wording
app_bug,refund_request,0.376,I received a email XX/XX/XXXX stating that I had a negative balance of XXXX in my acct and I received a letter XX/XX/XXXX showing the negat…,refund vs billing overlap
refund_request,billing_problem,0.305,On XX/XX/year> and XX/XX/year> the Keybank charge me excessive overdraft bank fees incorrectly in the amount of {$120.00} I try to fix the …,refund vs billing overlap
app_bug,billing_problem,0.275,"Bank of America , N.A . ( BANA ), BANA agrees it holds {$94000.00} of funds owned by the XXXX XXXX  of XXXX XXXX which was an asset in the …",low confidence
billing_problem,other,0.262,I have been trying to close my deceased mothers account I have visited 3 times and called once. Each time I am told a different set of requ…,vague app wording
delivery_issue,billing_problem,0.253,I submitted a claim for baggage delay under benefits allowed by my credit card.  Date Baggage was Delayed : XX/XX/XXXX Claim filed XX/XX/XX…,vague app wording
delivery_issue,refund_request,0.29,"I hope this message finds you well.  Im writing to report a fraudulent transaction that occurred through my PayPal account. On XX/XX/XXXX, …",vague app wording
refund_request,app_bug,0.317,"I opened a new checking and saving account with my name only on XX/XX/2023 at a local branch in XXXX, MD. I used Citi Banks Global Transfer…",low confidence
billing_problem,refund_request,0.24,On XXXX XX/XX/2018 {$1600.00} Citizens bank transferred from my checking account that I did not authorize to an account that I do not have.…,low confidence
billing_problem,refund_request,0.296,Money was withdrawn from my bank of America account. I filled a claim. They turned my claim down saying that I authorized someone to use my…,low confidence
app_bug,refund_request,0.56,I used pay pal on XX/XX/XXXX to make transaction online on XXXX XXXX I cancel the transaction an got a refund being that purchased using Pa…,vague app wording
refund_request,app_bug,0.287,I am writing to file a complaint about Optum Bank ( https : //mycdh.optum.com ). I participated in my employer 's XXXX medical flexible spe…,vague app wording
other,refund_request,0.361,Zelle did not give me the option to verify who I was sendin money too and was sent to wrong person. Also scam people sending money then ask…,low confidence
app_bug,refund_request,0.376,"On XX/XX/year>, a girl reached out to me and claimed she is a realtor and she can help me get into a rental home that I liked on XXXX. She …",vague app wording
other,refund_request,0.285,My minor son XXXX XXXX made a purchase on XXXX on XX/XX/XXXX in the amount of {$190.00} for some shoes XXXX ( tracking XXXX ) states were d…,vague app wording
billing_problem,refund_request,0.24,"I am filing a complaint regarding a credit card dispute with Capital One. On XX/XX/scrub> 2024, I reported a fraudulent transaction involvi…",vague app wording
billing_problem,app_bug,0.287,I opened an XXXX CC XX/XX/XXXX to establish Credit and help with my moving of goals into the professional world with costs after getting my…,vague app wording
app_bug,billing_problem,0.301,On XXXX XXXX XXXX I contacted PNC bank in reference to a payment for my rent submitted XXXX/XXXX/XXXX electronically though a XXXX app. on …,vague app wording
billing_problem,other,0.412,I am expressing my concerns about Zelle 's disputes from the CFPB about a current lawsuit. It states that there are many difficulties with …,low confidence
billing_problem,refund_request,0.315,XXXX XXXX XXXX  This is XXXX that i sent you before.   Submitted on XXXX  Product Credit card Issue Problem with a purchase shown on my sta…,refund vs billing overlap
delivery_issue,app_bug,0.253,I signed up for the American Express XXXX XXXX cash card on XX/XX/XXXX with a welcome offer of spend {$3000.00} in 3 months for a {$250.00}…,weak delivery cues
app_bug,billing_problem,0.307,"I took out a loan to pay off several Credit cards, XXXX of them being Citi and Citi XXXX. I have XXXX Citi cards and XXXX Citi XXXX card. I…",low confidence
billing_problem,app_bug,0.403,"To whom it may concern, I have a capital one credit card account that was wrongfully closed without going to arbitration. My account was op…",low confidence
app_bug,refund_request,0.3,"Someone stole my identity and used fake ID cards withdrew cash from Chase Bank cashiers, which were {$1000.00} from my checking account and…",vague app wording
billing_problem,app_bug,0.333,I bought a membership in XXXX to trade XXXX. They encouraged me to use XXXX to secure my crypto coins. I funded the account ( account numbe…,low confidence
delivery_issue,app_bug,0.363,"Throughout my experience with Fifth Third, I have repeatedly lost access to funds in my checking account due to my debit card being cancele…",vague app wording
delivery_issue,app_bug,0.284,"I just got in the mail checks from TD bank and I have never opened an account with them. The name and address on the account is me, but the…",low confidence
billing_problem,refund_request,0.316,On XX/XX/XXXX XXXX and XXXX of XXXX I was charged on my bank account through someone elses fraudulent use of some kind. I disputed this wit…,low confidence
delivery_issue,billing_problem,0.349,On XX/XX/XXXX American Express cancelled all of my credit and charge card accounts. I have been a long time customer with a perfect record …,vague app wording
billing_problem,refund_request,0.432,"On my Chime Credit Builder Card, I noticed fraudulent charges had been made the following morning. The fraudulent charges were : ( Dispute …",refund vs billing overlap
app_bug,billing_problem,0.261,My account was closed without any warnings and heads up by Bank of America. I have accumulated over {$1000.00} worth of rewards and I suspe…,low confidence
refund_request,billing_problem,0.414,Citizens Bank on numerous occasions have charged me overdraft fees when I've put money to cover transactions before they are posted and fai…,refund vs billing overlap
billing_problem,refund_request,0.375,I noticed a mass amount of fraudulent transactions posted to my account. When I noticed these accounts I immediately notified Netspend Cust…,refund vs billing overlap
billing_problem,refund_request,0.298,My XXXX account was hacked on XX/XX/2016. XXXX sent me an email stating that there had been unusual activity ( which was someone logging in…,low confidence
other,refund_request,0.28,Tried to withdraw money and Chase bank refuses to process transaction. When funds are dispersed it is less than the amount requested. XXXX …,low confidence
refund_request,billing_problem,0.31,XXXX The PayPal account for the email above was given {$25.00} from my account. The email had been changed on my account and the charge was…,refund vs billing overlap
other,refund_request,0.356,"On XX/XX/2021 I received a XXXX dollar fraudulent check to be a "" secret shopper '' for XXXX. I was under the impression this check was val…",low confidence
app_bug,refund_request,0.265,I am a Veteran living on a budget as every other XXXX in the world. I opened a checking account with Chase banking In XXXX 2023. This accou…,vague app wording
other,app_bug,0.272,"Unfair, deceptive, and abusive practices. Changing corporate policy with clear political agenda.",low confidence
app_bug,refund_request,0.321,On XX/XX/2021 I received a text first from XXXX I guess PNC saying that XXXX try to get a transaction for my account for {$140.00} and some…,vague app wording
delivery_issue,refund_request,0.271,I recently called Chime banking to request for my bank information and previous in and out transactions. I never received anything and been…,weak delivery cues
app_bug,billing_problem,0.669,On XX/XX/year> I applied for a new CC from XXXX XXXX where I have my mortgages. I was denied so I called them to ask why. They said that XX…,refund vs billing overlap
app_bug,billing_problem,0.337,On XX/XX/2020 I purchased a {$50.00} Visa Debit Gift card from the XXXX  store on XXXX XXXX XXXX XXXX XXXX. My intention for this purchase …,vague app wording
other,refund_request,0.235,REGIONS BANK ACCOUNT IS STEALING FROM THERE CUSTOMERS EVEN IF U HAVE MONEY IN YOUR ACCOUNT THEY WILL REARRANGE YOUR TRANSACTIONS AND SAY U …,low confidence
other,delivery_issue,0.227,"Starting XX/XX/year> capital one started having direct deposit issues where a large amount of consumers havent received their deposit, I pe…",weak delivery cues
other,app_bug,0.453,"I hope this email finds you well. I am writing to file a formal complaint regarding a promotion offered by JPMorgan Chase Bank , N.A . I ha…",vague app wording
refund_request,billing_problem,0.529,today I realized my Macys credit card was charged A XXXX XXXX FEE which was {$18.00} when I took a look at my statements I was been charge …,refund vs billing overlap
delivery_issue,other,0.254,"@ Merrill Lynch, through my pervious XXXX XXXX, I have a Non-Qualified Deferred Compensation Plan. On XX/XX/XXXX, I along with all others w…",vague app wording
refund_request,billing_problem,0.317,"I have a Wells Fargo Bank credit card for about XXXX years. I was reviewing my charges, when I notice a protection charge in case of unempl…",refund vs billing overlap
billing_problem,refund_request,0.308,I have remaining funds in held for 180 days the amount of {$170.00} after tried to reach out on them and ask if my remaining funds is eligi…,vague app wording
other,refund_request,0.281,My name is XXXX XXXX and I am a PayPal user.   PayPal limited my account since XXXX and they said they will force me to wait for 180 days b…,low confidence
app_bug,billing_problem,0.342,"Shortly before XX/XX/XXXX my mortgage was transferred to a new provider, XXXX XXXX.  A Bill Payment was submitted to XXXX to withdraw funds…",low confidence
delivery_issue,billing_problem,0.434,I have been a loyal Best Buy consumer since XXXX ; In late XXXX I applied for Best Buy credit card. I was offered {$1000.00} credit limit ;…,vague app wording
app_bug,billing_problem,0.308,"To whom it may concern, I am writing to alert you of deceptive marketing tactics that Chase Bank is using that are unfairly targeting consu…",refund vs billing overlap
app_bug,refund_request,0.416,"On XX/XX/XXXX, My mother found a home listing from a company named XXXX XXXX for a home in my area. We spoke with the landlord of the place…",vague app wording
other,refund_request,0.231,"on XX/XX/2021 around XXXX - XXXX XXXX XXXX XXXX located at XXXX XXXX XXXX, XXXX XXXX NY XXXX with XXXX rejected my transaction of money rem…",vague app wording
billing_problem,app_bug,0.285,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX Creditor : XXXX XXXX Re : inquiries Dated 1st Validation letter, & 2nd Validation letter Gr…",low confidence
delivery_issue,other,0.855,I never received any information about a payment being missed. I checked my credit reports and noticed that my payment history was less tha…,weak delivery cues
billing_problem,other,0.225,Submitted several fraud complaints regarding my account and XXXX XXXX. They provided a provisional credit on XX/XX/XXXX then on XX/XX/XXXX …,low confidence
refund_request,billing_problem,0.511,I had XXXX credit cards with Synchrony bank - XXXX XXXX and XXXX XXXX XXXX XXXX XXXX. ; I asked several times in writing for them to close …,low confidence
delivery_issue,refund_request,0.288,XXXX ... Bank of America in XXXX ny allowed someone to deposit a check in the amount of XXXX... I am from little rock arkansa and have neve…,vague app wording
app_bug,billing_problem,0.408,I have an acct with Total Visa. I paid my balance in full and have not been able to use my card or log in to my acct online and when attemp…,low confidence
billing_problem,refund_request,0.353,"On XX/XX/XXXX I purchased a XXXX watch at XXXX for {$420.00}, order # : XXXX. After several days of waiting without receiving my order I ca…",refund vs billing overlap
refund_request,billing_problem,0.459,"On XX/XX/XXXX, my checking account was overdrawn, causing me to be assessed an overdraft fee. Over the course of 5 days, I was assessed {$2…",refund vs billing overlap
app_bug,refund_request,0.386,My account was suspended due to fraud and was debited {$500.00} due to an error for a chargeback that was already paid back and I submitted…,refund vs billing overlap
refund_request,billing_problem,0.376,"I personally, closed credit card account ending in XXXX, the company sends me a statement with a closing date of XX/XX/2019 advising of a c…",refund vs billing overlap
billing_problem,refund_request,0.258,Ive been a loyal customer with Wells Fargo for 10+ years. Ive never had an issue with them until recently. I was a victim of theft and some…,vague app wording
billing_problem,refund_request,0.333,I called Truist Back and advised them that XXXX was trying to take money out of my account through a special moneyntransfer that I had neve…,refund vs billing overlap
other,app_bug,0.234,I have a Klarna XXXX XXXX  XXXX account. I have XXXX in purchasing power but they keep declining me when they send me Adverse Action letter…,low confidence
app_bug,refund_request,0.329,"On or about XX/XX/XXXX I filed a fraud claim # XXXX in the amount of {$2400.00}. As of todays date, Bank of America has not issued credits …",vague app wording
billing_problem,refund_request,0.273,"After attempting the close an account with Comerica Bank 5 years ago, the company kept the account open and did not transfer the funds as r…",low confidence
billing_problem,app_bug,0.311,I signed up for a new PNC cash reward credit card and was suppose to get a bonus of {$100.00} when I spent {$1000.00} or more in 3 billing …,vague app wording
other,refund_request,0.328,"On XX/XX/2023, I received a call on XXXX from a friend, the call was cut off and I couldn't hear it well, so she told me that it would be b…",low confidence
delivery_issue,other,0.25,"I've contacted Bank of America on several occasions disputing an account that was open under my name, due to this account being open and wh…",weak delivery cues
refund_request,billing_problem,0.441,"USBank sold the credit card we had through them to another bank. Then, they sent a notice that the type of checking account we had with the…",refund vs billing overlap
app_bug,refund_request,0.267,"Unauthorized charges drained my Bank of America controlledXX/XX/XXXX EDD debit card. The card does not have a chip, and BOA has been widely…",weak delivery cues
refund_request,billing_problem,0.26,"Last year, I was having issues canceling subscriptions with 3 different companies : Amazon XXXX, XXXX and XXXX XXXX. These companies were m…",refund vs billing overlap
refund_request,app_bug,0.381,"I opened this BMO checking account on XX/XX/XXXX pursuant to BMOs advertised promo code XXXX, which promised a {$600.00} bonus for {$7500.0…",refund vs billing overlap
app_bug,refund_request,0.541,I have been Complaining about a refund from google for over a year. I and my bank have tried to resolve this issue. My bank has wrote lette…,refund vs billing overlap
other,refund_request,0.415,I put 2 money orders in my bank for a total of {$1600.00} via teller. They put a hold on the account saying that {$850.00} would be availab…,low confidence
app_bug,billing_problem,0.329,Wellsfargo has violated me by closing out consumer credit transaction accounts which I as the original creditor had established due to alle…,low confidence
other,billing_problem,0.324,"I was in a XXXX XXXX XXXX XXXX XXXX, while in the XXXX  i had to replace my credit and debit cards. my account was set up on auto pay. when…",low confidence
app_bug,billing_problem,0.532,I had an interest free loan with Care Credit ( Synchrony Bank ) that expired on XX/XX/XXXX. I was current with payments. In order to avoid …,vague app wording
billing_problem,app_bug,0.234,When I had an issue with the service there was not a person I could speak with to resolve the situation or problems,low confidence
billing_problem,app_bug,0.344,I was placing an order through Tesla using their website. The page crashed but my credit card was still charged. They are now refusing to r…,low confidence
other,app_bug,0.37,I initiated a {$7000.00} withdrawal to my external account on XXXX. I was given no indication that there was a problem with this transactio…,vague app wording
other,billing_problem,0.268,I`m having a problem with unauthorized charges. Ive had to get multiple replacement cards because Capital One keeps letting unauthorized ch…,low confidence
other,refund_request,0.312,"On XX/XX/XXXX at XXXX, I transferred {$180.00} of available funds from one of my checking accounts to the other. This transaction was compl…",low confidence
app_bug,refund_request,0.252,On the night of XX/XX/2022 I noticed that there were XXXX transactions that were not made by me and I immediately contacted the number that…,low confidence
billing_problem,app_bug,0.324,I am writing to file a formal complaint regarding fraudulent account openings by Barclays Bank PLC. Despite multiple attempts to resolve th…,vague app wording
refund_request,billing_problem,0.487,"My account was overdrawn, however I made a return to a store. When I checked my account to see if the credit had posted, I found that Suntr…",refund vs billing overlap
billing_problem,refund_request,0.349,"On XX/XX/XXXX, I made a purchase for XXXX. I was charging {$96.00}. I was told I will receive a refund and I still havent received a refund…",refund vs billing overlap
app_bug,billing_problem,0.443,"XX/XX/XXXX To whom it may concern : On XX/XX/XXXX, I entered Lowes to make s purchase. I was greeted by an associate who asked me if I woul…",vague app wording
app_bug,refund_request,0.411,"Hi I bank with Wells Fargo for checking and savings, I am XXXX XXXX  XXXX! I paid my mortgage payment in error twice through bill pay from …",low confidence
billing_problem,app_bug,0.368,"After opening a checking account with CHIME, on or about XX/XX/2023, I attempted to transfer funds from my linked bank account. Chime notif…",vague app wording
app_bug,billing_problem,0.296,"Citi Bank XXXX Costco Card Note, I try to use the card Three times after being told that the situation was fixed.  I answered, the company …",weak delivery cues
other,billing_problem,0.591,I filed a dispute for fraudulent charges on my credit card through XXXX with Synchrony Bank. They supposedly investigated these fraudulent …,mixed or ambiguous
other,refund_request,0.263,"Since making a report with CFPB, Chase Bank in an act of Retaliation has now revisited a closed claim made on my account for an unauthorize…",vague app wording
refund_request,billing_problem,0.459,"Affirm theft, and horrible business practices which have forced me into paying for things I didnt buy or have.  -Key Facts- -Affirm is a Bu…",refund vs billing overlap
billing_problem,app_bug,0.436,I have a cash app card and money was taken and I can never talk to a person and all they do is replace my card but can never get my money b…,vague app wording
app_bug,billing_problem,0.287,I have been attempting since XX/XX/XXXX to close my account with Key Bank in XXXX  since I now live in XXXX. This account has been in exist…,low confidence
refund_request,app_bug,0.603,"VANILLA VISA GIFT CARD ENJOINMENT IN FINANCIAL SERVITUDE, HARASSMENT, AND ABUSE OF PROCESS INSIDE JOB, POSTED AT : XXXX XXXX XXXX XXXX XXXX…",refund vs billing overlap
delivery_issue,app_bug,0.248,Why does Wells Fargo make every effort to create financial detachment between me and my husband? Is the goal to prove we are not legally ma…,weak delivery cues
other,app_bug,0.236,Synchrony Bank discriminated against me for extension of credit.   XXXX XXXX XXXX,low confidence
billing_problem,app_bug,0.229,XX/XX/year> {$2200.00} was drawn from my account to pay a credit card in full from the Capital one 360 accounts I have.   XX/XX/year> My mo…,low confidence
other,refund_request,0.351,I have an ongoing dispute with Suntrust Bank regarding unauthorized use of my debit card. Im waiting for $ XXXX+ to be returned to me that …,vague app wording
delivery_issue,refund_request,0.262,My client used Chase Bill Pay to send funds to me.   Funds came out of their account but was never credited to my bank.   Chase put an inve…,vague app wording
billing_problem,app_bug,0.373,"In XXXX, PayPal limited my account and placed a hold on {$7800.00}. I complied fully with all requests for documentation and verification. …",low confidence
billing_problem,app_bug,0.332,I spoke with several representatives on XX/XX/XXXX regarding my credit card because they recognized possible fraud on my card. They blocked…,vague app wording
app_bug,refund_request,0.284,I made payments to bogus accounts thinking they were legitimate. My emails were compromised and I received what I thought were legitimate v…,vague app wording
app_bug,billing_problem,0.479,I opened an account with Lending Club back on XX/XX/2020 for {$13000.00} for a medical procedure. I made the first payment which was due on…,vague app wording
refund_request,billing_problem,0.335,I am writing to complain about the premature cancellation of my American Express Platinum Card ending in XXXX. I spoke to an account manage…,refund vs billing overlap
other,refund_request,0.285,"I'm writing to report a gift card scam that I fell victim to on XX/XX/XXXX. I purchased three XXXX gift cards from XXXX, each with a value …",vague app wording
billing_problem,app_bug,0.451,"Today, I logged into my Capital One Account to pay my XXXX credit cards. Upon logging in, I received a notice both my accounts were restric…",vague app wording
refund_request,billing_problem,0.482,On XX/XX/XXXX I rented a car with XXXX XXXX a car LLC. For this car I used my capital one 360 checking account with my debit card. Initiall…,refund vs billing overlap
delivery_issue,app_bug,0.483,I referred someone to Coinbase using my referral link and he signed up for Coinbase. Coinbase 's referral program states that if you refer …,vague app wording
other,refund_request,0.259,"on XX/XX/ i deposited a check for XXXX and more money total of XXXX, the next day my acct was placed on hold. i called several times and we…",low confidence
app_bug,billing_problem,0.472,I am writing to express my deep concern regarding the Navy Federal Credit Unions failure to fulfill its promise to lower my interest rate a…,low confidence
delivery_issue,refund_request,0.231,"There was a deposit made from PPP in to my Capital One 360 checking account ending in XXXX near the end of XXXX, but my funds were frozen. …",weak delivery cues
billing_problem,refund_request,0.259,"On XX/XX/ XXXX XXXX I was at the spa in XXXX XXXX XXXX. Some one broke into my locker and stole my wallet, credit cards, driver license, an…",low confidence
other,app_bug,0.358,"What happened On XX/XX/scrub> 2025 I received a bright-orange envelope from Capital One at my home in XXXX, Colorado.  Front of envelope : …",vague app wording
billing_problem,app_bug,0.666,Bought around XXXX $ worth of items from XXXX craft store. Used cash app card perk for 5 %. Charge was pending on cash app then updated to …,vague app wording
app_bug,billing_problem,0.614,"XX/XX/2017 I have never received a paper statement from this company!! Usually did all my payments, checking account activity, etc. online.…",vague app wording
other,refund_request,0.434,Today on XX/XX/2023.. i talked to someone on the XXXX about a service.. I requested XXXX $ from me to start.. when I sent to him by XXXX ( …,low confidence
refund_request,billing_problem,0.339,On XXXX I tried to deposit a check from my condo insurance company ( XXXX ) to repair my damaged bathroom. It had been damaged due to a wat…,refund vs billing overlap
app_bug,refund_request,0.346,"On XX/XX/XXXX of 2024 I was fraudulently "" hired '' by scammers posing as a company called XXXX, which is a real talent acquisition firm. I…",vague app wording
billing_problem,delivery_issue,0.586,"I am a victim of identity theft. Due to the Corona Virus Pandemic, we are all facing which has me sitting still at home and I saw the recen…",mixed or ambiguous
billing_problem,refund_request,0.23,"Hello, my name is XXXX XXXX.  I received a settlement and deposited the two checks from the settlement in my checking account. Was told tha…",low confidence
app_bug,billing_problem,0.577,I have a Comenity / Bread XXXXXXXX XXXX XXXXXXXX. They offer a promotion for any season ticket purchase over {$250.00} you have 6 months no…,weak delivery cues
delivery_issue,refund_request,0.339,On XX/XX/17 thru XX/XX/17 there was more than {$1100.00} in unauthorized atm withdrawals/debit charges to my account. My immedialty went to…,low confidence
other,billing_problem,0.276,XX/XX/XXXX - Paid off {$2300.00} balance XX/XX/XXXX - Went to use paypal credit and realized available credit was only {$59.00}. Thought I'…,low confidence
delivery_issue,refund_request,0.269,"On XX/XX/2023 I requested XXXX to wire transfer $ XXXX, xxx.xx USD from my account to my savings account at Chase Bank. Unfortunately the m…",vague app wording
other,refund_request,0.238,Company be lying to me and telling me different things so I have no idea what they are doing,low confidence
billing_problem,app_bug,0.254,"When I applied for credit using my social security number, this company approved me for XXXX. I have not been late on my account and this c…",vague app wording
billing_problem,app_bug,0.448,Subject : Complaint Regarding Unjustified Closure of Multiple Credit Accounts and Resulting Financial and Reputational Harm I am writing to…,vague app wording
billing_problem,other,0.263,BANK OF AMERICA has shut down my personal checking account and credit cards without consent. BANK OF AMERICA has caused me alot of harm bec…,low confidence
other,billing_problem,0.357,ON OR AROUND XXXX OF 2023 MY TD BANK CREDIT REPORTED THAT MY ACCOUNT WAS XXXX DAYS PAST DUE. THE REPERSENTATIVE THAT TOOK MY PAYMENT INTIAT…,low confidence
app_bug,refund_request,0.244,I have prepared all the official documents that the manager of the Citibank XXXX branch requested of me. All the codes for the account were…,vague app wording
delivery_issue,other,0.261,I received a credit card in the mail from Synchrony Financial located in XXXX FL. The account was opened on XX/XX/18 without my knowledge o…,vague app wording
app_bug,refund_request,0.302,I have been trying to fix a mistaken transfer with Wells Fargo for a year and a half.  The wire transfer of XXXX  was deposited into the wr…,low confidence
app_bug,refund_request,0.373,Between XX/XX/2022 and XX/XX/2022 Wells Fargo Bank sent funds unauthorized on multiple occasions totaling {$6800.00} in {$170.00} increment…,refund vs billing overlap
app_bug,refund_request,0.26,PayPal owns XXXX. I placed 3 online orders with XXXX via their website XX/XX/XXXX. The charges were immediately withdrawn from my XXXX acco…,vague app wording
billing_problem,other,0.255,"Someone use my personal information open serval account, after I run my credit report showing there have 4 fraud account one of them is cap…",low confidence
other,app_bug,0.237,I had transferred XXXX dollars from XXXX to Keybank on Wednesday night. The transaction was received on a Thursday. It is now Monday and wh…,low confidence
app_bug,refund_request,0.275,"Hello, I have a business account with Chase bank that was established in XXXX. I work with an international company who has consistently se…",vague app wording
refund_request,billing_problem,0.339,Since late XX/XX/XXXX I have been in an overdraft cycle with Wells Fargo. I have called several times explaining I am in a bad cycle and th…,refund vs billing overlap
delivery_issue,app_bug,0.308,"XXXX Consumer Financial Protection Bureau, Yesterday, I received a letter on Chase letterhead dated XX/XX/2023. Said correspondence arrived…",vague app wording
delivery_issue,refund_request,0.327,On XX/XX/year> I placed an order with a seller on XXXX and I used PayPal to check out. I ordered a mattress. I received the tracking number…,low confidence
billing_problem,app_bug,0.355,"Hello, I received an American express gift card from my employer as a XXXX gift in XXXX. I have tried my best and have not been able to use…",low confidence
billing_problem,refund_request,0.264,"I made a large ( for me ) deposit at my bank on XXXX. Later that day the bank "" adjusted '' my account by subtracting {$150.00} saying that…",vague app wording
other,billing_problem,0.577,I have an Amazon store account card through Synchrony bank. In XXXX I paid extra on the card because of leftover XXXX shopping. I have neve…,mixed or ambiguous
billing_problem,app_bug,0.396,"Subject : Formal Complaint Against Capital One Unauthorized Charge-Off & Request for Removal Dear Consumer Financial Protection Bureau , I …",vague app wording
refund_request,billing_problem,0.497,"Using my XXXX XXXX XXXX account, I made a payment to Discover on XXXX/XXXX/16 in the amount of {$300.00}. the money left my XXXX balance im…",refund vs billing overlap
delivery_issue,billing_problem,0.448,best buy / citi bank keep charging me small amounts after fully closing and paying off the card and cancelling the debt protection service.…,low confidence
app_bug,refund_request,0.292,"Today is XXXX/XXXX/2015 and I still ca n't get my {$1600.00} off my Rushcard!!!! It 's been 8 days!!!   On XXXX XXXX, 2015 Rush Card indica…",vague app wording
app_bug,billing_problem,0.397,I am using the XXXX XXXX service for my car. I signed up for auto payment for their service because I was told I had no other choice. They …,vague app wording
app_bug,refund_request,0.316,"On Thursday XXXX XXXX 2016, I received my tax refund from the IRS to my XXXX Bank of America Account.  Subsequently, I transferred by phone…",vague app wording
billing_problem,refund_request,0.37,I was seeking event tickets and someone contacted me on XXXX saying they had some to sell. I sent the money via XXXX then they asked for ad…,low confidence
other,app_bug,0.24,"Hey, I have a prepaid with Albert, my payroll comes to this account, however in the system my routing number was correct but the last 4 dig…",low confidence
other,app_bug,0.241,"On or about XXXX XX/XX/2022, I find an offer from Citi regarding savings account - i.e. earn $ XXXX {$300.00} for a new savings account. I …",low confidence
app_bug,billing_problem,0.296,I had a brokerage account # XXXX XXXX I had an issue with their trading regulation. I decided to sell my position and when my trade were se…,low confidence
app_bug,billing_problem,0.313,"I discovered a credit card issued by Capital One was opened fraudulently in my name, using an address that I have never lived at. I called …",vague app wording
app_bug,billing_problem,0.308,I am filing this complaint regarding Truist Banks application of multiple overdraft fees to my small business checking account ( XXXX XXXX …,vague app wording
app_bug,billing_problem,0.269,The evidence is irrefutable and it is unclear to me whether the assaulter is threatening Defamation and or Profit Loss towards both Cashapp…,vague app wording
other,refund_request,0.256,My card was lost once I noticed it was lost I logged in and noticed charges that I didnt make so I call Bank of America and file a dispute …,low confidence
delivery_issue,app_bug,0.236,I noticed on XX/XX/year> that my USAA debit card was dropped from my XXXX XXXX. I contacted USAA and they told me that my account was flagg…,weak delivery cues
billing_problem,refund_request,0.294,"On XX/XX/2020 I purchased a round trip ticket to XXXX in the amount of {$840.00}. Due to the coronavirus and border closure, my flights wer…",vague app wording
other,app_bug,0.302,I called Citibank to inquire about the XXXX bonus that I am due. I completed over XXXX of direct deposits ( 2 of them ) within the 90 days …,low confidence
other,refund_request,0.28,"Today, XX/XX/2021, I received an email that my Chime Account would be closed for no apparent reason. My account contained over {$3000.00}. …",vague app wording
